31,Salmon (4 oz),Dinner,"Seafood, Fish",https://www.allrecipes.com/recipe/109297/cedar-planked-salmon/?internalSource=hub%20recipe&referringContentType=Search
32,Crab(6 oz),Dinner,Seafood,https://www.allrecipes.com/recipe/155375/crab-legs-with-garlic-butter-sauce/?internalSource=hub%20recipe&referringContentType=Search
33,Chicken Noodle Soup,"Lunch, Dinner","Soup, Chicken",https://www.allrecipes.com/recipe/8562/chicken-noodle-soup/?internalSource=hub%20recipe&referringContentType=Search
34,Burrito,"Lunch, Dinner",Mexican,https://www.allrecipes.com/recipe/232325/yummy-chicken-burritos/?internalSource=hub%20recipe&referringContentType=Search
35,Fajitas,"Lunch, Dinner",Mexican,https://www.allrecipes.com/recipe/258572/sheet-pan-shrimp-fajitas/?internalSource=hub%20recipe&referringContentType=Search
36,Calzone,"Lunch, Dinner",Italian,https://www.allrecipes.com/recipe/6806/calzone/?internalSource=hub%20recipe&referringContentType=Search
37,Fried Rice,Dinner,"Fried, Rice, Asain",https://www.allrecipes.com/recipe/195042/island-style-fried-rice/?internalSource=hub%20recipe&referringContentType=Search
38,Lo mein,Dinner,"Pasta, Asian",https://www.allrecipes.com/recipe/54923/vegetable-lo-mein-delight/?internalSource=hub%20recipe&referringContentType=Search
39,French Fries,Side,"Fried, Other",https://www.allrecipes.com/recipe/219634/chef-johns-french-fries/?internalSource=hub%20recipe&referringContentType=Search
40,Shrimp(8 oz),Dinner,Seafood,https://www.allrecipes.com/recipe/19484/grilled-marinated-shrimp/?internalSource=hub%20recipe&referringContentType=Search
41,Rice,Side,"Other, Asian",https://www.allrecipes.com/recipe/228044/classic-rice-pilaf/?internalSource=hub%20recipe&referringContentType=Search
42,Potato Salad,"Lunch, Dinner",Salad,https://www.allrecipes.com/recipe/232864/potato-salad/?internalSource=hub%20recipe&referringContentType=Search
43,Steak(6 oz),Dinner,Beef,https://www.allrecipes.com/recipe/238506/marsala-marinated-skirt-steak/?internalSource=hub%20recipe&referringContentType=Search
44,Mash Potatoes,Side,Other,https://www.allrecipes.com/recipe/219077/chef-johns-perfect-mashed-potatoes/?internalSource=hub%20recipe&referringContentType=Search
45,Fried Chicken,"Lunch, Dinner","Fried, Chicken",https://www.allrecipes.com/recipe/8836/fried-chicken/?internalSource=hub%20recipe&referringContentType=Search
46,Tomato Salad,"Lunch, Dinner","Salad, Vegetables, Healthy",https://www.allrecipes.com/recipe/14180/cherry-tomato-salad/?internalSource=hub%20recipe&referringContentType=Search
47,Salad,"Lunch, Dinner","Salad, Vegetables, Healthy",https://www.allrecipes.com/recipe/34613/roquefort-pear-salad/?internalSource=hub%20recipe&referringContentType=Search
48,Cucumber Salad,"Lunch, Dinner","Salad, Vegetables, Healthy",https://www.allrecipes.com/recipe/73935/cucumber-salad/?internalSource=hub%20recipe&referringContentType=Search
49,Apple Pie,Dessert,Other,https://www.allrecipes.com/recipe/16268/apple-pie/?internalSource=hub%20recipe&referringContentType=Search
50,Cake,Dessert,Other,https://www.allrecipes.com/recipe/7565/too-much-chocolate-cake/?internalSource=hub%20recipe&referringContentType=Search
51,Granola,Breakfast,"Granola, Healthy",https://www.allrecipes.com/recipe/15035/granola/?internalSource=hub%20recipe&referringContentType=Search
52,Porridge,Breakfast,"Other, Healthy",https://www.allrecipes.com/recipe/73155/porridge/?internalSource=hub%20recipe&referringContentType=Search&clickId=cardslot%201
53,Oatmeal,Breakfast,"Grains, Healthy",https://www.allrecipes.com/recipe/51013/baked-oatmeal-ii/?internalSource=hub%20recipe&referringContentType=Search
64,Rice Crispy Treats,Snack,Other,https://www.allrecipes.com/recipe/282151/worlds-best-rice-krispies-treats/?internalSource=hub%20recipe&referringContentType=Search
66,Steak and Eggs,Dinner,"Beef, Eggs",https://www.allrecipes.com/recipe/255912/steak-and-egg-hash/
67,Bean Salad,"Lunch, Dinner","Salad, Vegetables, Healthy",https://www.allrecipes.com/recipe/35393/bean-salad/?internalSource=hub%20recipe&referringContentType=Search
68,Chicken Sandwich,"Lunch, Dinner","Chicken, Sandwich",https://www.allrecipes.com/recipe/276887/copycat-fried-chicken-sandwich/?internalSource=hub%20recipe&referringContentType=Search
69,Cookies,Dessert,Baked,https://www.allrecipes.com/recipe/9827/chocolate-chocolate-chip-cookies-i/?internalSource=hub%20recipe&referringContentType=Search
70,Brownies,Dessert,Baked,https://www.allrecipes.com/recipe/25080/mmmmm-brownies/?internalSource=hub%20recipe&referringContentType=Search
73,Sweet Tea,Beverage,Drink,https://www.allrecipes.com/recipe/109190/smooth-sweet-tea/?internalSource=hub%20recipe&referringContentType=Search
74,Coffee,Beverage,Drink,https://www.allrecipes.com/recipe/22233/coffee-nudge/?internalSource=hub%20recipe&referringContentType=Search
78,Colelaw,Side,Other,https://www.allrecipes.com/recipe/16482/coleslaw/?internalSource=hub%20recipe&referringContentType=Search
79,Sauerkraut,Side ,Other,https://www.allrecipes.com/recipe/21154/sauerkraut-for-canning/?internalSource=hub%20recipe&referringContentType=Search
80,Unssweetened Tea,Beverage,Drink,https://www.allrecipes.com/recipe/238392/moji-tea/?internalSource=hub%20recipe&referringContentType=Search
81,Lasagna,Dinnner,"Pasta, Italian",https://www.allrecipes.com/recipe/14054/lasagna/?internalSource=hub%20recipe&referringContentType=Search
82,Gnocchi,Dinner,"Pasta, Italian",https://www.allrecipes.com/recipe/61270/gnocchi-in-fontina-sauce/?internalSource=hub%20recipe&referringContentType=Search
83,Broccoli,Side,"Vegetables, Healthy",https://www.allrecipes.com/recipe/86687/broccoli-with-garlic-butter-and-cashews/?internalSource=hub%20recipe&referringContentType=Search
84,Asparagus,Side,"Vegetables, Healthy",https://www.allrecipes.com/recipe/214931/oven-roasted-asparagus/?internalSource=hub%20recipe&referringContentType=Search
85,Squash,Side,"Vegetables, Healthy",https://www.allrecipes.com/recipe/229733/simple-roasted-butternut-squash/?internalSource=hub%20recipe&referringContentType=Search
86,Guacamole,"Lunch, Dinner","Vegetables, Mexican",https://www.allrecipes.com/recipe/14231/guacamole/?internalSource=hub%20recipe&referringContentType=Search
87,Tortilla Chips,Lunch,Baked,https://www.allrecipes.com/recipe/244540/fried-flour-tortilla-chips/?internalSource=hub%20recipe&referringContentType=Search
88,Salsa,"Lunch, Dinner","Vegetables, Mexican",https://www.allrecipes.com/recipe/16542/salsa/?internalSource=hub%20recipe&referringContentType=Search&clickId=cardslot%202
89,Bean Dip,"Lunch, Dinner",Vegetables,https://www.allrecipes.com/recipe/45134/three-bean-dip/?internalSource=hub%20recipe&referringContentType=Search
90,Artichoke,Side,"Vegetables, Healthy",https://www.allrecipes.com/recipe/18345/artichokes/
91,Tuna,"Lunch, Dinner","Seafood, Fish",https://www.allrecipes.com/recipe/160099/seared-ahi-tuna-steaks/?internalSource=hub%20recipe&referringContentType=Search
92,Bacon ,"Breakfast, Lunch",Pork,https://www.allrecipes.com/recipe/50311/bacon/?internalSource=hub%20recipe&referringContentType=Search
93,Black Beans,Side,"Vegetables, Healthy",https://www.allrecipes.com/recipe/21277/black-beans/?internalSource=hub%20recipe&referringContentType=Search
94,Bagels,Breakfast,Bread,https://www.allrecipes.com/recipe/7178/bread-machine-bagels/?internalSource=hub%20recipe&referringContentType=Search
95,Chowder,Dinner,"Soup, Stew",https://www.allrecipes.com/recipe/23572/crawfish-chowder/?internalSource=hub%20recipe&referringContentType=Search
96,Curry,Dinner,Indian,https://www.allrecipes.com/recipe/228293/curry-stand-chicken-tikka-masala-sauce/?internalSource=hub%20recipe&referringContentType=Search
97,Dumplings,Dinner,Asian,https://www.allrecipes.com/recipe/6900/dumplings/?internalSource=hub%20recipe&referringContentType=Search
99,Hot Dog,Lunch,Pork,https://www.allrecipes.com/recipe/268494/basic-air-fryer-hot-dogs/
100,Ham,"Breakfast, Lunch, Dinner",Pork,https://www.allrecipes.com/recipe/240752/chef-johns-honey-glazed-ham/?internalSource=hub%20recipe&referringContentType=Search
101,Talapia,"Lunch, Dinner","Seafood, Fish",https://www.allrecipes.com/recipe/201934/pan-seared-tilapia/?internalSource=hub%20recipe&referringContentType=Search
102,Herring Salad,Dinner,"Seafood, Fish, Salad, Healthy",https://www.allrecipes.com/recipe/222914/pickled-herring-and-cucumber-salad/?internalSource=hub%20recipe&referringContentType=Search
103,Cod,"Lunch, Dinner","Seafood, Fish",https://www.allrecipes.com/recipe/222202/grilled-cod/?internalSource=hub%20recipe&referringContentType=Search
104,Trout,Dinner,"Seafood, Fish",https://www.allrecipes.com/recipe/235851/how-to-cook-trout/?internalSource=hub%20recipe&referringContentType=Search
105,Sardines,"Lunch, Dinner","Seafood, Fish",https://www.allrecipes.com/recipe/218369/sardines-with-sun-dried-tomato-and-capers/?internalSource=hub%20recipe&referringContentType=Search
106,Fish and Chips,"Lunch, Dinner","Seafood, Fish",https://www.allrecipes.com/recipe/19479/fish-and-chips/?internalSource=hub%20recipe&referringContentType=Search
107,Blueberry Pie,Dessert,Baked,https://www.allrecipes.com/recipe/12196/blueberry-pie/?internalSource=hub%20recipe&referringContentType=Search
108,Cheesecake,Dessert,Baked,https://www.allrecipes.com/recipe/26315/cheesecake/?internalSource=hub%20recipe&referringContentType=Search&clickId=cardslot%202
110,Lamb Gyro,"Lunch, Dinner","Mutton, Bread",https://www.allrecipes.com/recipe/258848/american-gyros/?internalSource=hub%20recipe&referringContentType=Search
111,Irish Stew,Dinner,Stew,https://www.allrecipes.com/recipe/246419/gerrys-easy-irish-stew/
112,Creamed Cabbage,"Lunch, Dinner",Vegetables,https://www.allrecipes.com/recipe/163145/creamed-cabbage/
113,Crepes,Breakfast,Fried,https://www.allrecipes.com/recipe/95817/vanilla-crepes/
114,Quiche,Breakfast,"Eggs, Bread",https://www.allrecipes.com/recipe/261481/bacon-rose-quiche/
115,Omelette,Breakfast,Eggs,https://www.allrecipes.com/recipe/257918/chef-johns-french-omelette/
116,Eggs Benedict,Breakfast,"Eggs, Bread",https://www.allrecipes.com/recipe/260188/eggs-benedict-from-galbani/
117,Chicken Pot Pie,Lunch,"Chicken, Baked",https://www.allrecipes.com/recipe/26317/chicken-pot-pie-ix/
118,"Lunch, Dinner",Lunch,"Chicken, Salad",https://www.allrecipes.com/recipe/272456/honey-sesame-leftover-rotisserie-chicken-salad/
119,Cornish Game Hen,Dinner,Chicken,https://www.allrecipes.com/recipe/30501/grilled-cornish-game-hens/
120,Coconut Shrimp,"Lunch, Dinner",Seafood,https://www.allrecipes.com/recipe/270712/air-fryer-coconut-shrimp/
121,Biscotti,"Breakfast, Lunch",Bread,https://www.allrecipes.com/recipe/10593/damaretti-biscotti/
122,Cinnamon Coffee Bars,Dessert,Baked,https://www.allrecipes.com/recipe/231926/cinnamon-coffee-bars/
123,Reuben Sandwich,Lunch,"Sandwich, Beef",https://www.allrecipes.com/recipe/47717/reuben-sandwich-ii/
124,Blueberry Muffin,Breakfast,Bread,https://www.allrecipes.com/recipe/6865/to-die-for-blueberry-muffins/
125,Chicken Parmesan,"Lunch, Dinner","Chicken, Bread",https://www.allrecipes.com/recipe/223042/chicken-parmesan/
126,Eggplant Parmesan,"Lunch, Dinner","Vegetables, bread",https://www.allrecipes.com/recipe/270940/air-fryer-eggplant-parmesan/
127,Stroganoff,Dinner,Beef,https://www.allrecipes.com/recipe/234799/poor-mans-stroganoff/
128,Salisbury Steak,Dinner,Beef,https://www.allrecipes.com/recipe/239534/midwest-salisbury-steak/
129,Beef-Stuffed Peppers,Dinner,"Beef, Vegetables",https://www.allrecipes.com/recipe/269696/instant-pot-beef-stuffed-peppers/
130,Ground Beef Curry,Dinner,"Beef, Soup",https://www.allrecipes.com/recipe/267015/pakistani-ground-beef-curry/
131,Mini Burgers,Lunch,Beef,https://www.allrecipes.com/recipe/178295/slider-style-mini-burgers/
132,Beef Chili,"Lunch, Dinner","Beef, stew",https://www.allrecipes.com/recipe/255259/homemade-chili/
113,Meatblls,Dinner,Beef,https://www.allrecipes.com/recipe/57981/easy-slow-cooker-meatballs/
116,Picadillo,Dinner,Beef,https://www.allrecipes.com/recipe/220167/cuban-style-picadillo/
114,Sloppy Joe Sandwiches,Lunch,Beef,https://www.allrecipes.com/recipe/222594/sloppy-joe-sandwiches/
136,Spaghetti Squash Casserole,Dinner,"Beef, Vegetables, Healthy",https://www.allrecipes.com/recipe/254417/spaghetti-squash-casserole-in-the-shell/
116,Thai-Style Rice Noodles,Dinner,Asian,https://www.allrecipes.com/recipe/232279/one-pot-thai-style-rice-noodles/
117,Lasagna Flatbread,Lunch,"Bread, Italian",https://www.allrecipes.com/recipe/255462/lasagna-flatbread/
118,Mac and Cheese,"Lunch, Dinner",Baked,https://www.allrecipes.com/recipe/238691/simple-macaroni-and-cheese/
119,Schnitzel,"Lunch, Dinner",Chicken,https://www.allrecipes.com/recipe/244950/baked-chicken-schnitzel/
120,Miso Soup,"Lunch, Dinner, Breakfast",Soup,https://www.allrecipes.com/recipe/263694/homemade-miso-soup/
121,Pistachio Twists,Snack,"Baked, Bread",https://www.allrecipes.com/recipe/216932/pistachio-twists/
122,Jalapeno Poppers,Snack,"Pork, Vegetables",https://www.allrecipes.com/recipe/233603/bacon-wrapped-jalapeno-poppers/
123,Pineapple Salsa,Snack,"Vegatables, Healthy",https://www.allrecipes.com/recipe/265002/fresh-pineapple-salsa/
124,Pico de Gallo,Snack,"Vegtables, Healthy",https://www.allrecipes.com/recipe/241205/farm-to-table-pico-de-gallo/
125,Apple Chips,Snack,"Fruit, Healthy",https://www.allrecipes.com/recipe/233281/apple-chips/
126,Ants on a Log,Snack,Healthy,https://www.allrecipes.com/recipe/216454/red-ants-on-a-log/
127,Kettle Corn,Snack,Baked,https://www.allrecipes.com/recipe/20808/kettle-corn/
128,Baked Tortilla Chips,Snack,Baked,https://www.allrecipes.com/recipe/20482/baked-tortilla-chips/
129,Roasted Carrots,Side,"Vegatables, Healthy",https://www.allrecipes.com/recipe/279984/air-fryer-sweet-and-spicy-roasted-carrots/
130,Brussels Sprouts,Side,"Vegatables, Healthy",https://www.allrecipes.com/recipe/267255/air-fryer-brussels-sprouts/
131,Potato Wedges,Side,Vegatable ,https://www.allrecipes.com/recipe/266826/air-fryer-potato-wedges/
132,Tapioca Pudding,Side,Other,https://www.allrecipes.com/recipe/219782/meadowwood-tapioca-pudding/
133,Baby Back Ribs,Dinner,Beef,https://www.allrecipes.com/recipe/228498/slow-cooker-baby-back-ribs/
134,Chai,"Beverage, Dessert",Drink,https://www.allrecipes.com/recipe/48802/coffeebar-chai/
135,Hot Chocolate,"Beverage, Dessert",Drink,https://www.allrecipes.com/recipe/237692/hot-chocolate-slim/
136,Soda Bread,"Lunch, Dinner",Bread,https://www.allrecipes.com/recipe/7095/irresistible-irish-soda-bread/
137,Drink,Dinner,Beef,https://www.allrecipes.com/recipe/231030/braised-corned-beef-brisket/
138,Biscuits,"Breakfast, Lunch",Bread,https://www.allrecipes.com/recipe/24212/breakfast-biscuits/
139,Chile Frittata,Breakfast,Egg,https://www.allrecipes.com/recipe/23519/green-chile-frittata/
140,Capirotada,Dessert,Bread,https://www.allrecipes.com/recipe/15894/capirotada/
141,Tortellini Salad,"Lunch, Dinner","Pasta, Salad",https://www.allrecipes.com/recipe/283620/creamy-tortellini-salad-with-chicken-bacon-and-ranch-dressing/
142,Salmon Burgers,Lunch,"Fish, Healthy",https://www.allrecipes.com/recipe/283605/air-fryer-salmon-burgers/
143,Green Bean Salad,"Lunch, Dinner",Salad,https://www.allrecipes.com/recipe/262502/greek-green-bean-salad-with-feta-and-tomatoes/
144,Spaghetti with Fried Zucchini,Dinner,"Vegetables, Pasta",https://www.allrecipes.com/recipe/283516/spaghetti-alla-nerano-spaghetti-with-fried-zucchini/
145,Chicken and Asparagus Pasta,Dinner,"Chicken, Vegetables, Pasta",https://www.allrecipes.com/recipe/18778/chicken-and-asparagus-fettuccine/
146,Beef Flautas,"Lunch, Snack",Beef,https://www.allrecipes.com/recipe/283197/beef-flautas/
147,Waffles,Breakfast,Baked,https://www.allrecipes.com/recipe/22180/waffles-i/
148,Salmon Patties,"Lunch, Dinner","Fish, Healthy",https://www.allrecipes.com/recipe/9401/salmon-patties-i/
149,Cinnamon Rolls,Dessert,Baked,https://www.allrecipes.com/recipe/229276/easy-cinnamon-rolls/
150,Sausage Gravy and Biscuits,Breakfast,"Pork, Bread",https://www.allrecipes.com/recipe/216391/easy-sausage-gravy-and-biscuits/
151,Colcannon,"Lunch, Dinner","Vegetables, Healthy",https://www.allrecipes.com/recipe/58642/dianes-colcannon/
152,Mushroom Risotto,Dinner,"Pasta, Vegetables, Italian",https://www.allrecipes.com/recipe/85389/gourmet-mushroom-risotto/
153,German Hamburgers,Dinner,"Beef, Vegetables",https://www.allrecipes.com/recipe/221351/german-hamburgers-frikadellen/
154,Pasta Salad,"Lunch, Dinner","Pasta, Salad",https://www.allrecipes.com/recipe/73963/pasta-salad-with-homemade-dressing/
155,BBQ Pork Chops,Dinner,Pork,https://www.allrecipes.com/recipe/18397/slow-cooker-bbq-pork-chops/
156,Roasted Butternut Squash,Dinner,"Vegetables, Healthy",https://www.allrecipes.com/recipe/229733/simple-roasted-butternut-squash/?internalSource=hub%20recipe&referringContentType=Searchh
157,Au Gratin Potatoes,Side,Vegetables,https://www.allrecipes.com/recipe/15925/creamy-au-gratin-potatoes/
158,Baked Potato,Side,Vegetables,https://www.allrecipes.com/recipe/85337/microwave-baked-potato/
159,Bread Pudding,Dessert,Bread,https://www.allrecipes.com/recipe/7177/bread-pudding-ii/
160,Lemon Meringue Pie,Dessert,Baked,https://www.allrecipes.com/recipe/15093/grandmas-lemon-meringue-pie/
161,Roasted Cabbage,Lunch,"Vegetables, Healthy",https://www.allrecipes.com/recipe/240800/roasted-cabbage/
162,Tres Leches,Dessert,Other,https://www.allrecipes.com/recipe/7399/tres-leches-milk-cake/
163,Pork Loin,Dinner,Pork,https://www.allrecipes.com/recipe/21766/roasted-pork-loin/
164,Beef Tenderloin,Dinner,Beef,https://www.allrecipes.com/recipe/132351/fabulous-beef-tenderloin/
165,Beef Wellington,Dinner ,"Beef, Baked",https://www.allrecipes.com/recipe/16899/beef-wellington/
166,Spring Rolls,"Lunch, Dinner","Asian, Seafood",https://www.allrecipes.com/recipe/24239/vietnamese-fresh-spring-rolls/
167,Egg Roll ,"Lunch, Dinner","Asian, Fried",https://www.allrecipes.com/recipe/245125/korean-mandu-egg-roll/
168,Babka,Dessert,Baked,https://www.allrecipes.com/recipe/283535/poppy-seed-and-apricot-babka/
169,Cauliflower Soup,"Lunch, Dinner","Soup, Vegetables",https://www.allrecipes.com/recipe/151046/fabulous-roasted-cauliflower-soup/
170,Wedding Soup,"Lunch, Dinner",Soup,https://www.allrecipes.com/recipe/35781/california-italian-wedding-soup/
171,"Beef Pho","Lunch, Dinner ","Soup, Beef",https://www.allrecipes.com/recipe/57354/beef-pho/
172,Shrimp and Crab Bisque,"Lunch, Dinner","Soup, Seafood",https://www.allrecipes.com/recipe/18230/creamy-shrimp-and-crab-bisque/
173,Chicken Sotanghon,"Lunch, Dinner","Soup, Chickem",https://www.allrecipes.com/recipe/212931/chicken-sotanghon/
174,Bacon-Wrapped Scallops,Side,"Pork, Seafood",https://www.allrecipes.com/recipe/277951/air-fryer-bacon-wrapped-scallops-with-sriracha-mayo/
175,Red Curry Chicken,"Lunch, Dinner","Chicken, Indian",https://www.allrecipes.com/recipe/261479/five-ingredient-red-curry-chicken/
176,Vegetarian Enchilada Casserole,Lunch,"Vegetables, Healthy",https://www.allrecipes.com/recipe/261536/cheesy-vegetarian-enchilada-casserole/
177,Chicken Bulgogi,"Lunch, Dinner","Chicken, Asian",https://www.allrecipes.com/recipe/240400/skillet-chicken-bulgogi/
178,Macaroons,Dessert,Baked,https://www.allrecipes.com/recipe/246328/french-macarons/
179,Raspberry and Apricot Rugelach,Dessert,"Fruit, Other",https://www.allrecipes.com/recipe/11326/raspberry-and-apricot-rugelach/
